Cow,CalfID,Bdat,FOO,DatMOC,IceCube,DatON,TimeON,TimeONp,TRT,ToTCC,TimetoTCC,TimetoTCCp,Section,ArrTCC,TimeArrTCC,TimeArrTCCp,TimeTrip,DatOFF,TimeOFF,TimeOFFp
232,813485, 7/ 6/25 ,SWD   , 7/ 7/25 ,7599,7/7/25,16:00,21:00,DF3.5,7/8/25,7:53,12:53,A ,7/9/25,10:01,15:01,26.1,7/14/25,9:00,14:00
233,804931, 7/ 3/25 ,MSD   , 7/ 4/25 ,7600,7/7/25,16:00,21:00,DF3.5,7/8/25,8:11,13:11,F ,7/9/25,9:30,14:30,25.3,7/14/25,9:00,14:00
234,814333, 7/ 7/25 ,WAD   , 7/ 7/25 ,7608,7/7/25,16:00,21:00,DF3.5,7/8/25,7:52,12:52,A ,7/9/25,10:02,15:02,26.2,7/14/25,9:00,14:00
235,813491, 7/ 6/25 ,SWD   , 7/ 7/25 ,7610,7/7/25,16:00,21:00,DF3.5,7/8/25,7:52,12:52,A ,7/9/25,10:00,15:00,26.1,7/14/25,9:00,14:00
236,809512, 7/ 4/25 ,LOD   , 7/ 5/25 ,7615,7/7/25,16:00,21:00,DF3.5,7/8/25,8:14,13:14,G ,7/9/25,9:31,14:31,25.3,7/14/25,9:00,14:00
237,809504, 7/ 3/25 ,LOD   , 7/ 5/25 ,7639,7/7/25,16:00,21:00,DF3.5,7/8/25,8:15,13:15,G ,7/9/25,9:29,14:29,25.2,7/14/25,9:00,14:00
238,809513, 7/ 4/25 ,LOD   , 7/ 5/25 ,7641,7/7/25,16:00,21:00,DF3.5,7/8/25,8:11,13:11,F ,7/9/25,9:46,14:46,25.6,7/14/25,9:00,14:00
239,682230, 7/ 3/25 ,NOD   , 7/ 4/25 ,7643,7/7/25,16:00,21:00,DF3.5,7/8/25,8:14,13:14,G ,7/9/25,9:30,14:30,25.3,7/14/25,9:00,14:00
240,804977, 7/ 6/25 ,MSD   , 7/ 7/25 ,7645,7/7/25,16:00,21:00,DF3.5,7/8/25,7:53,12:53,B ,7/9/25,9:57,14:57,26.1,7/14/25,9:00,14:00
241,786832, 7/ 6/25 ,DUB   , 7/ 7/25 ,7660,7/7/25,16:00,21:00,DF3.5,7/8/25,7:54,12:54,B ,7/9/25,9:58,14:58,26.1,7/14/25,9:00,14:00
242,804929, 7/ 3/25 ,MSD   , 7/ 4/25 ,7667,7/7/25,16:00,21:00,DF3.5,7/8/25,8:11,13:11,F ,7/9/25,9:49,14:49,25.6,7/14/25,9:00,14:00
243,809519, 7/ 4/25 ,LOD   , 7/ 5/25 ,7669,7/7/25,16:00,21:00,DF3.5,7/8/25,8:14,13:14,G ,7/9/25,9:48,14:48,25.6,7/14/25,9:00,14:00
244,809508, 7/ 4/25 ,LOD   , 7/ 4/25 ,7670,7/7/25,16:00,21:00,DF3.5,7/8/25,8:12,13:12,F ,7/9/25,9:47,14:47,25.6,7/14/25,9:00,14:00
245,682226, 7/ 3/25 ,NOD   , 7/ 4/25 ,7674,7/7/25,16:00,21:00,DF3.5,7/8/25,8:13,13:13,G ,7/9/25,9:30,14:30,25.3,7/14/25,9:00,14:00
246,804970, 7/ 6/25 ,MSD   , 7/ 7/25 ,7676,7/7/25,16:00,21:00,DF3.5,7/8/25,7:54,12:54,B ,7/9/25,9:59,14:59,26.1,7/14/25,9:00,14:00
247,809511, 7/ 4/25 ,LOD   , 7/ 5/25 ,7677,7/7/25,16:00,21:00,DF3.5,7/8/25,8:13,13:13,G ,7/9/25,9:30,14:30,25.3,7/14/25,9:00,14:00
248,820271, 7/ 2/25 ,WSD   , 7/ 3/25 ,7685,7/7/25,16:00,21:00,DF3.5,7/8/25,8:16,13:16,G ,7/9/25,9:29,14:29,25.2,7/14/25,9:00,14:00
249,786815, 7/ 3/25 ,DUB   , 7/ 4/25 ,7687,7/7/25,16:00,21:00,DF3.5,7/8/25,8:11,13:11,F ,7/9/25,9:30,14:30,25.3,7/14/25,9:00,14:00
250,813450, 7/ 4/25 ,SWD   , 7/ 5/25 ,7697,7/7/25,16:00,21:00,DF3.5,7/8/25,8:14,13:14,G ,7/9/25,9:49,14:49,25.6,7/14/25,9:00,14:00
251,804967, 7/ 6/25 ,MSD   , 7/ 7/25 ,7700,7/7/25,16:00,21:00,DF3.5,7/8/25,7:52,12:52,A ,7/9/25,10:00,15:00,26.1,7/14/25,9:00,14:00
252,812094, 7/ 2/25 ,CLD   , 7/ 3/25 ,7704,7/7/25,16:00,21:00,DF3.5,7/8/25,8:16,13:16,G ,7/9/25,9:30,14:30,25.2,7/14/25,9:00,14:00
253,813493, 7/ 6/25 ,SWD   , 7/ 7/25 ,7705,7/7/25,16:00,21:00,DF3.5,7/8/25,7:53,12:53,B ,7/9/25,10:01,15:01,26.1,7/14/25,9:00,14:00
254,682234, 7/ 3/25 ,NOD   , 7/ 4/25 ,7706,7/7/25,16:00,21:00,DF3.5,7/8/25,8:15,13:15,G ,7/9/25,9:47,14:47,25.5,7/14/25,9:00,14:00
255,820270, 7/ 1/25 ,WSD   , 7/ 3/25 ,7707,7/7/25,16:00,21:00,DF3.5,7/8/25,8:15,13:15,G ,7/9/25,9:47,14:47,25.5,7/14/25,9:00,14:00
256,813456, 7/ 4/25 ,SWD   , 7/ 5/25 ,7720,7/7/25,16:00,21:00,DF3.5,7/8/25,8:13,13:13,G ,7/9/25,9:47,14:47,25.6,7/14/25,9:00,14:00
257,813479, 7/ 5/25 ,SWD   , 7/ 6/25 ,7725,7/7/25,16:00,21:00,DF3.5,7/8/25,8:17,13:17,G ,7/9/25,9:32,14:32,25.3,7/14/25,9:00,14:00
258,812098, 7/ 2/25 ,CLD   , 7/ 3/25 ,7726,7/7/25,16:00,21:00,DF3.5,7/8/25,8:16,13:16,G ,7/9/25,9:31,14:31,25.3,7/14/25,9:00,14:00
259,812100, 7/ 2/25 ,CLD   , 7/ 3/25 ,7728,7/7/25,16:00,21:00,DF3.5,7/8/25,8:16,13:16,G ,7/9/25,9:29,14:29,25.2,7/14/25,9:00,14:00
260,813441, 7/ 3/25 ,SWD   , 7/ 4/25 ,7731,7/7/25,16:00,21:00,DF3.5,7/8/25,8:12,13:12,F ,7/9/25,9:47,14:47,25.6,7/14/25,9:00,14:00
261,804948, 7/ 5/25 ,MSD   , 7/ 6/25 ,7732,7/7/25,16:00,21:00,DF3.5,7/8/25,8:17,13:17,G ,7/9/25,9:47,14:47,25.5,7/14/25,9:00,14:00
262,813448, 7/ 4/25 ,SWD   , 7/ 5/25 ,7733,7/7/25,16:00,21:00,DF3.5,7/8/25,8:11,13:11,F ,7/9/25,9:32,14:32,25.4,7/14/25,9:00,14:00
263,804946,7/5/25,MSD   , 7/ 6/25 ,1749,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:43,12:43,C ,7/10/25,9:51,14:51,26.1,7/14/25,9:00,14:00
264,804961,7/5/25,MSD   , 7/ 6/25 ,1777,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:46,12:46,F ,7/10/25,9:43,14:43,26.0,7/14/25,9:00,14:00
265,786825,7/5/25,DUB   , 7/ 6/25 ,1798,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:45,12:45,F ,7/10/25,9:42,14:42,26.0,7/14/25,9:00,14:00
266,804962,7/5/25,MSD   , 7/ 6/25 ,1827,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:47,12:47,F ,7/10/25,9:41,14:41,25.9,7/14/25,9:00,14:00
267,786827,7/5/25,DUB   , 7/ 6/25 ,1858,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:46,12:46,F ,7/10/25,9:38,14:38,25.9,7/14/25,9:00,14:00
268,804955,7/5/25,MSD   , 7/ 6/25 ,1870,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:43,12:43,C ,7/10/25,9:51,14:51,26.1,7/14/25,9:00,14:00
269,804947,7/5/25,MSD   , 7/ 6/25 ,1871,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:42,12:42,C ,7/10/25,9:50,14:50,26.1,7/14/25,9:00,14:00
270,804949,7/5/25,MSD   , 7/ 6/25 ,7642,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:42,12:42,C ,7/10/25,9:52,14:52,26.2,7/14/25,9:00,14:00
271,804963,7/6/25,MSD   , 7/ 6/25 ,7644,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:42,12:42,C ,7/10/25,9:50,14:50,26.1,7/14/25,9:00,14:00
272,804959,7/5/25,MSD   , 7/ 6/25 ,7661,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:43,12:43,C ,7/10/25,9:51,14:51,26.1,7/14/25,9:00,14:00
273,786823,7/5/25,DUB   , 7/ 6/25 ,7724,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:42,12:42,C ,7/10/25,9:52,14:52,26.2,7/14/25,9:00,14:00
274,804957,7/5/25,MSD   , 7/ 6/25 ,1785,7/7/25,16:00,21:00,DF3.0 ,7/9/25,7:47,12:47,F ,7/10/25,9:43,14:43,25.9,7/14/25,9:00,14:00
275,819350, 7/25/25 ,D45   , 7/26/25 ,1687,7/28/25,11:00,16:00,DF3.0,7/29/25,8:30,13:30,F ,7/30/25,9:43,14:43,25.2,7/31/25,11:00,16:00
276,814597, 7/25/25 ,WAD   , 7/26/25 ,1688,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:01,15:01,25.8,7/31/25,11:00,16:00
277,839237, 7/25/25 ,MSD   , 7/26/25 ,1714,7/28/25,11:00,16:00,DF3.0,7/29/25,8:27,13:27,C ,7/30/25,9:54,14:54,25.5,7/31/25,11:00,16:00
278,815510, 7/21/25 ,RVD   , 7/23/25 ,1923,7/28/25,11:00,16:00,DF3.0,7/29/25,8:30,13:30,F ,7/30/25,9:43,14:43,25.2,7/31/25,11:00,16:00
279,815556, 7/25/25 ,RVD   , 7/26/25 ,1728,7/28/25,11:00,16:00,DF3.0,7/29/25,8:26,13:26,C ,7/30/25,9:54,14:54,25.5,7/31/25,11:00,16:00
280,815581, 7/27/25 ,RVD   , 7/28/25 ,1729,7/28/25,11:00,16:00,DF3.0,7/29/25,8:40,13:40,G ,7/30/25,9:42,14:42,25.0,7/31/25,11:00,16:00
281,820754, 7/25/25 ,WSD   , 7/26/25 ,1734,7/28/25,11:00,16:00,DF3.0,7/29/25,8:11,13:11,E,7/30/25,10:06,15:06,25.9,7/31/25,11:00,16:00
282,815574, 7/27/25 ,RVD   , 7/28/25 ,1735,7/28/25,11:00,16:00,DF3.0,7/29/25,8:41,13:41,G ,7/30/25,9:46,14:46,25.1,7/31/25,11:00,16:00
283,814583, 7/25/25 ,WAD   , 7/26/25 ,1741,7/28/25,11:00,16:00,DF3.0,7/29/25,8:15,13:15,B ,7/30/25,10:01,15:01,25.8,7/31/25,11:00,16:00
284,820768, 7/26/25 ,WSD   , 7/27/25 ,1747,7/28/25,11:00,16:00,DF3.0,7/29/25,8:41,13:41,G ,7/30/25,9:41,14:41,25.0,7/31/25,11:00,16:00
285,809814, 7/24/25 ,LOD   , 7/26/25 ,1748,7/28/25,11:00,16:00,DF3.0,7/29/25,8:15,13:15,B ,7/30/25,10:01,15:01,25.8,7/31/25,11:00,16:00
286,839257, 7/26/25 ,MSD   , 7/27/25 ,1749,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,9:59,14:59,25.8,7/31/25,11:00,16:00
287,786894, 7/21/25 ,DUB   , 7/22/25 ,1754,7/28/25,11:00,16:00,DF3.0,7/29/25,8:31,13:31,F ,7/30/25,9:44,14:44,25.2,7/31/25,11:00,16:00
288,839239, 7/25/25 ,MSD   , 7/26/25 ,1759,7/28/25,11:00,16:00,DF3.0,7/29/25,8:26,13:26,C ,7/30/25,9:55,14:55,25.5,7/31/25,11:00,16:00
289,869076, 7/25/25 ,TCM   , 7/26/25 ,1765,7/28/25,11:00,16:00,DF3.0,7/29/25,8:30,13:30,F ,7/30/25,9:47,14:47,25.3,7/31/25,11:00,16:00
290,835727, 7/26/25 ,CAD   , 7/27/25 ,1769,7/28/25,11:00,16:00,DF3.0,7/29/25,8:09,13:09,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
291,809844, 7/26/25 ,LOD   , 7/27/25 ,1777,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
292,835719, 7/25/25 ,CAD   , 7/27/25 ,1772,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:06,15:06,25.9,7/31/25,11:00,16:00
293,839224, 7/25/25 ,MSD   , 7/26/25 ,1775,7/28/25,11:00,16:00,DF3.0,7/29/25,8:26,13:26,C ,7/30/25,9:54,14:54,25.5,7/31/25,11:00,16:00
294,814585, 7/25/25 ,WAD   , 7/26/25 ,1778,7/28/25,11:00,16:00,DF3.0,7/29/25,8:15,13:15,B ,7/30/25,9:58,14:58,25.7,7/31/25,11:00,16:00
295,814595, 7/25/25 ,WAD   , 7/26/25 ,1783,7/28/25,11:00,16:00,DF3.0,7/29/25,8:15,13:15,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
296,852116, 7/26/25 ,NOD   , 7/27/25 ,1787,7/28/25,11:00,16:00,DF3.0,7/29/25,8:47,13:47,H ,7/30/25,9:42,14:42,24.9,7/31/25,11:00,16:00
297,852122, 7/26/25 ,NOD   , 7/27/25 ,1788,7/28/25,11:00,16:00,DF3.0,7/29/25,8:48,13:48,H ,7/30/25,9:39,14:39,24.9,7/31/25,11:00,16:00
298,852104, 7/25/25 ,NOD   , 7/26/25 ,1789,7/28/25,11:00,16:00,DF3.0,7/29/25,8:16,13:16,B ,7/30/25,10:00,15:00,25.7,7/31/25,11:00,16:00
299,839243, 7/25/25 ,MSD   , 7/26/25 ,1790,7/28/25,11:00,16:00,DF3.0,7/29/25,8:27,13:27,C ,7/30/25,9:58,14:58,25.5,7/31/25,11:00,16:00
300,839222, 7/25/25 ,MSD   , 7/26/25 ,1797,7/28/25,11:00,16:00,DF3.0,7/29/25,8:26,13:26,C ,7/30/25,9:59,14:59,25.6,7/31/25,11:00,16:00
301,815580, 7/27/25 ,RVD   , 7/28/25 ,1798,7/28/25,11:00,16:00,DF3.0,7/29/25,8:41,13:41,G ,7/30/25,9:41,14:41,25.0,7/31/25,11:00,16:00
302,819348, 7/25/25 ,D45   , 7/26/25 ,1799,7/28/25,11:00,16:00,DF3.0,7/29/25,8:30,13:30,F ,7/30/25,9:45,14:45,25.3,7/31/25,11:00,16:00
303,852123, 7/26/25 ,NOD   , 7/27/25 ,1817,7/28/25,11:00,16:00,DF3.0,7/29/25,8:47,13:47,H ,7/30/25,9:37,14:37,24.8,7/31/25,11:00,16:00
304,839244, 7/25/25 ,MSD   , 7/26/25 ,1818,7/28/25,11:00,16:00,DF3.0,7/29/25,8:27,13:27,C ,7/30/25,9:56,14:56,25.5,7/31/25,11:00,16:00
305,839229, 7/25/25 ,MSD   , 7/26/25 ,1819,7/28/25,11:00,16:00,DF3.0,7/29/25,8:26,13:26,C ,7/30/25,9:55,14:55,25.5,7/31/25,11:00,16:00
306,786912, 7/27/25 ,DUB   , 7/27/25 ,1824,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:01,15:01,25.8,7/31/25,11:00,16:00
307,814605, 7/26/25 ,WAD   , 7/27/25 ,1827,7/28/25,11:00,16:00,DF3.0,7/29/25,8:47,13:47,H ,7/30/25,9:37,14:37,24.8,7/31/25,11:00,16:00
308,813700, 7/26/25 ,SWD   , 7/27/25 ,1784,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:08,15:08,26.0,7/31/25,11:00,16:00
309,839247, 7/26/25 ,MSD   , 7/27/25 ,1831,7/28/25,11:00,16:00,DF3.0,7/29/25,8:13,13:13,A ,7/30/25,10:03,15:03,25.8,7/31/25,11:00,16:00
310,839255, 7/26/25 ,MSD   , 7/27/25 ,1833,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,9:59,14:59,25.8,7/31/25,11:00,16:00
311,809847, 7/26/25 ,LOD   , 7/27/25 ,1835,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:02,15:02,25.8,7/31/25,11:00,16:00
312,820748, 7/25/25 ,WSD   , 7/26/25 ,1839,7/28/25,11:00,16:00,DF3.0,7/29/25,8:11,13:11,E,7/30/25,10:05,15:05,25.9,7/31/25,11:00,16:00
313,820750, 7/25/25 ,WSD   , 7/26/25 ,1840,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
314,819347, 7/25/25 ,D45   , 7/26/25 ,1841,7/28/25,11:00,16:00,DF3.0,7/29/25,8:28,13:28,C ,7/30/25,10:04,15:04,25.6,7/31/25,11:00,16:00
315,809840, 7/26/25 ,LOD   , 7/27/25 ,1843,7/28/25,11:00,16:00,DF3.0,7/29/25,8:13,13:13,B ,7/30/25,9:59,14:59,25.8,7/31/25,11:00,16:00
316,835729, 7/26/25 ,CAD   , 7/27/25 ,1846,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:08,15:08,26.0,7/31/25,11:00,16:00
317,820744, 7/25/25 ,WSD   , 7/26/25 ,1847,7/28/25,11:00,16:00,DF3.0,7/29/25,8:09,13:09,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
318,815576, 7/27/25 ,RVD   , 7/28/25 ,1858,7/28/25,11:00,16:00,DF3.0,7/29/25,8:41,13:41,G ,7/30/25,9:47,14:47,25.1,7/31/25,11:00,16:00
319,815577, 7/27/25 ,RVD   , 7/28/25 ,1870,7/28/25,11:00,16:00,DF3.0,7/29/25,8:41,13:41,G ,7/30/25,9:41,14:41,25.0,7/31/25,11:00,16:00
320,852121, 7/26/25 ,NOD   , 7/27/25 ,1871,7/28/25,11:00,16:00,DF3.0,7/29/25,8:48,13:48,H ,7/30/25,9:41,14:41,24.9,7/31/25,11:00,16:00
321,839238, 7/25/25 ,MSD   , 7/26/25 ,7510,7/28/25,11:00,16:00,DF3.0,7/29/25,8:27,13:27,C ,7/30/25,9:54,14:54,25.5,7/31/25,11:00,16:00
322,869077, 7/25/25 ,TCM   , 7/26/25 ,7511,7/28/25,11:00,16:00,DF3.0,7/29/25,8:30,13:30,F ,7/30/25,9:46,14:46,25.3,7/31/25,11:00,16:00
323,820755, 7/25/25 ,WSD   , 7/26/25 ,7534,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
324,839225, 7/25/25 ,MSD   , 7/26/25 ,7568,7/28/25,11:00,16:00,DF3.0,7/29/25,8:27,13:27,C ,7/30/25,10:02,15:02,25.6,7/31/25,11:00,16:00
325,814594, 7/25/25 ,WAD   , 7/26/25 ,7589,7/28/25,11:00,16:00,DF3.0,7/29/25,8:16,13:16,B ,7/30/25,10:01,15:01,25.8,7/31/25,11:00,16:00
326,819349, 7/25/25 ,D45   , 7/26/25 ,7595,7/28/25,11:00,16:00,DF3.0,7/29/25,8:30,13:30,F ,7/30/25,9:43,14:43,25.2,7/31/25,11:00,16:00
327,820747, 7/25/25 ,WSD   , 7/26/25 ,7597,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:08,15:08,26.0,7/31/25,11:00,16:00
328,815575, 7/27/25 ,RVD   , 7/28/25 ,7599,7/28/25,11:00,16:00,DF3.0,7/29/25,8:40,13:40,G ,7/30/25,9:43,14:43,25.1,7/31/25,11:00,16:00
329,839227, 7/25/25 ,MSD   , 7/26/25 ,7645,7/28/25,11:00,16:00,DF3.0,7/29/25,8:31,13:31,F ,7/30/25,9:46,14:46,25.3,7/31/25,11:00,16:00
330,813707, 7/26/25 ,SWD   , 7/27/25 ,7600,7/28/25,11:00,16:00,DF3.0,7/29/25,8:13,13:13,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
331,809783, 7/23/25 ,LOD   , 7/24/25 ,7615,7/28/25,11:00,16:00,DF3.0,7/29/25,8:31,13:31,F ,7/30/25,9:43,14:43,25.2,7/31/25,11:00,16:00
332,813702, 7/26/25 ,SWD   , 7/27/25 ,7608,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:03,15:03,25.8,7/31/25,11:00,16:00
333,820752, 7/25/25 ,WSD   , 7/26/25 ,7676,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:06,15:06,25.9,7/31/25,11:00,16:00
334,820761, 7/26/25 ,WSD   , 7/27/25 ,7610,7/28/25,11:00,16:00,DF3.0,7/29/25,8:42,13:42,G ,7/30/25,9:41,14:41,25.0,7/31/25,11:00,16:00
335,809842, 7/26/25 ,LOD   , 7/27/25 ,7674,7/28/25,11:00,16:00,DF3.0,7/29/25,8:13,13:13,B ,7/30/25,10:04,15:04,25.9,7/31/25,11:00,16:00
336,814600, 7/26/25 ,WAD   , 7/27/25 ,7639,7/28/25,11:00,16:00,DF3.0,7/29/25,8:47,13:47,H ,7/30/25,9:46,14:46,25.0,7/31/25,11:00,16:00
337,852101, 7/25/25 ,NOD   , 7/26/25 ,7641,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
338,839253, 7/26/25 ,MSD   , 7/27/25 ,7642,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:08,15:08,26.0,7/31/25,11:00,16:00
339,839258, 7/27/25 ,MSD   , 7/27/25 ,7643,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:01,15:01,25.8,7/31/25,11:00,16:00
340,815579, 7/27/25 ,RVD   , 7/28/25 ,7644,7/28/25,11:00,16:00,DF3.0,7/29/25,8:40,13:40,G ,7/30/25,9:45,14:45,25.1,7/31/25,11:00,16:00
341,820756, 7/25/25 ,WSD   , 7/26/25 ,7660,7/28/25,11:00,16:00,DF3.0,7/29/25,8:11,13:11,E,7/30/25,10:07,15:07,25.9,7/31/25,11:00,16:00
342,820767, 7/26/25 ,WSD   , 7/27/25 ,7661,7/28/25,11:00,16:00,DF3.0,7/29/25,8:42,13:42,G ,7/30/25,9:43,14:43,25.0,7/31/25,11:00,16:00
343,852111, 7/26/25 ,NOD   , 7/27/25 ,7667,7/28/25,11:00,16:00,DF3.0,7/29/25,8:48,13:48,H ,7/30/25,9:40,14:40,24.9,7/31/25,11:00,16:00
344,815578, 7/27/25 ,RVD   , 7/28/25 ,7669,7/28/25,11:00,16:00,DF3.0,7/29/25,8:40,13:40,G ,7/30/25,9:41,14:41,25.0,7/31/25,11:00,16:00
345,820758, 7/25/25 ,WSD   , 7/26/25 ,7670,7/28/25,11:00,16:00,DF3.0,7/29/25,8:11,13:11,E,7/30/25,10:06,15:06,25.9,7/31/25,11:00,16:00
346,814587, 7/25/25 ,WAD   , 7/26/25 ,7677,7/28/25,11:00,16:00,DF3.0,7/29/25,8:15,13:15,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
347,835730, 7/26/25 ,CAD   , 7/27/25 ,7685,7/28/25,11:00,16:00,DF3.0,7/29/25,8:09,13:09,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
348,839203, 7/23/25 ,MSD   , 7/24/25 ,7687,7/28/25,11:00,16:00,DF3.0,7/29/25,8:31,13:31,F ,7/30/25,9:46,14:46,25.3,7/31/25,11:00,16:00
349,820745, 7/25/25 ,WSD   , 7/26/25 ,7697,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
350,835724, 7/26/25 ,CAD   , 7/27/25 ,7700,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:07,15:07,26.0,7/31/25,11:00,16:00
351,839205, 7/23/25 ,MSD   , 7/24/25 ,7704,7/28/25,11:00,16:00,DF3.0,7/29/25,8:31,13:31,F ,7/30/25,9:45,14:45,25.2,7/31/25,11:00,16:00
352,839230, 7/25/25 ,MSD   , 7/26/25 ,7705,7/28/25,11:00,16:00,DF3.0,7/29/25,8:26,13:26,C ,7/30/25,9:54,14:54,25.5,7/31/25,11:00,16:00
353,835728, 7/26/25 ,CAD   , 7/27/25 ,7706,7/28/25,11:00,16:00,DF3.0,7/29/25,8:09,13:09,E,7/30/25,10:08,15:08,26.0,7/31/25,11:00,16:00
354,809789, 7/23/25 ,LOD   , 7/24/25 ,7707,7/28/25,11:00,16:00,DF3.0,7/29/25,8:31,13:31,F ,7/30/25,9:46,14:46,25.3,7/31/25,11:00,16:00
355,814580, 7/25/25 ,WAD   , 7/26/25 ,7720,7/28/25,11:00,16:00,DF3.0,7/29/25,8:15,13:15,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
356,820746, 7/25/25 ,WSD   , 7/26/25 ,7726,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:05,15:05,25.9,7/31/25,11:00,16:00
357,852110, 7/26/25 ,NOD   , 7/27/25 ,7724,7/28/25,11:00,16:00,DF3.0,7/29/25,8:47,13:47,H ,7/30/25,9:39,14:39,24.9,7/31/25,11:00,16:00
358,835725, 7/26/25 ,CAD   , 7/27/25 ,7728,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:05,15:05,25.9,7/31/25,11:00,16:00
359,839251, 7/26/25 ,MSD   , 7/27/25 ,7725,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:05,15:05,25.9,7/31/25,11:00,16:00
360,835726, 7/26/25 ,CAD   , 7/27/25 ,7731,7/28/25,11:00,16:00,DF3.0,7/29/25,8:10,13:10,E,7/30/25,10:05,15:05,25.9,7/31/25,11:00,16:00
361,852109, 7/26/25 ,NOD   , 7/27/25 ,7732,7/28/25,11:00,16:00,DF3.0,7/29/25,8:47,13:47,H ,7/30/25,9:40,14:40,24.9,7/31/25,11:00,16:00
362,814588, 7/25/25 ,WAD   , 7/26/25 ,7733,7/28/25,11:00,16:00,DF3.0,7/29/25,8:14,13:14,B ,7/30/25,10:00,15:00,25.8,7/31/25,11:00,16:00
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
